catholics	neg
marriage	neg
equality	neg
url	neg
children	neg
die	neg
hour	neg
catholic	neg
bishop	neg
spend	neg
campaign	neg
equal	neg
getyourprioritiesright	neg
marriage	neg
lies	neg
catholic	neg
robosexual	neg
marriage	neg
imagine	neg
horrible	neg
url	neg
conservatives	neg
target	neg
republicans	neg
gay	neg
lose	neg
url	neg
presbyterians	neg
reject	neg
sex	neg
surprising	neg
conservatives	neg
million	neg
url	neg
defence	neg
secretary	neg
refuses	neg
gay	neg
marriage	neg
legislation	neg
url	neg
muslims	neg
join	neg
evangelical	neg
christians	neg
roll	neg
marriage	neg
url	neg
rt	neg
minnesota	neg
priest	neg
argues	neg
catholics	neg
vote	neg
mn	neg
marriage	neg
inequality	neg
amendment	neg
url	neg
credibility	neg
gay	neg
conservative	neg
attack	neg
obama	neg
marriage	neg
announcement	neg
url	neg
catholic	neg
media	neg
office	neg
insults	neg
equal	neg
marriage	neg
survey	neg
url	neg
conservatives	neg
saying	neg
coalition	neg
forget	neg
equal	neg
marriage	neg
focus	neg
conservative	neg
christian	neg
leaders	neg
mount	neg
equality	neg
campaign	neg
lone	neg
ministers	neg
voice	neg
warns	neg
acl	neg
fear	neg
mongering	neg
rt	neg
catholic	neg
schools	neg
promoting	neg
marriage	neg
letter	neg
url	neg
equality	neg
letter	neg
read	neg
url	neg
rt	neg
dc	neg
catholic	neg
diocese	neg
threatens	neg
cut	neg
social	neg
programs	neg
protest	neg
gay	neg
jesus	neg
catholic	neg
church	neg
urges	neg
pupils	neg
sign	neg
marriage	neg
petition	neg
gay	neg
marriage	neg
catholic	neg
pastor	neg
url	neg
pope	neg
calls	neg
catholic	neg
alliance	neg
muslim	neg
jewish	neg
fight	neg
gay	neg
marriage	neg
url	neg
poisons	neg
catholic	neg
church	neg
urges	neg
pupils	neg
sign	neg
marriage	neg
petition	neg
url	neg
url	neg
billy	neg
graham	neg
north	neg
carolina	neg
amendment	neg
ban	neg
gay	neg
marriage	neg
cnn	neg
billy	neg
graham	neg
calls	neg
voters	neg
support	neg
marriage	neg
amendment	neg
url	neg
tims	neg
axes	neg
plan	neg
sponsor	neg
marriage	neg
url	neg
doughnut	neg
shop	neg
obama	neg
gop	neg
gubernatorial	neg
candidate	neg
stronger	neg
marriage	neg
amendment	neg
url	neg
lgbt	neg
hawaii	neg
hb44	neg
gay	neg
glbt	neg
glaad	neg
gay	neg
marriage	neg
news	neg
ny	neg
judge	neg
nixes	neg
marriage	neg
elex	neg
url	neg
nc	neg
republicans	neg
file	neg
marriage	neg
amendment	neg
senate	neg
house	neg
marriage	neg
kicks	neg
statewide	neg
bus	neg
tour	neg
york	neg
url	neg
lgbt	neg
york	neg
senator	neg
lead	neg
marriage	neg
rally	neg
url	neg
lgbt	neg
pennsylvania	neg
lawmaker	neg
introduces	neg
marriage	neg
amendment	neg
url	neg
plan	neg
marriage	neg
rally	neg
url	neg
marriage	neg
amendment	neg
passes	neg
url	neg
marriage	neg
files	neg
lawsuit	neg
seeking	neg
overturn	neg
landmark	neg
marriage	neg
law	neg
url	neg
via	neg
gop	neg
presidential	neg
hopefuls	neg
sign	neg
marriage	neg
pledge	neg
washington	neg
blade	neg
leading	neg
gay	neg
news	neg
source	neg
url	neg
romney	neg
pledges	neg
support	neg
marriage	neg
amendment	neg
url	neg
fed	neg
money	neg
helped	neg
pay	neg
marriage	neg
effort	neg
federal	neg
grant	neg
money	neg
url	neg
minnesota	neg
catholic	neg
church	neg
plans	neg
marriage	neg
committees	neg
minnesota	neg
url	neg
minnesota	neg
kalley	neg
king	neg
yanta	neg
marriage	neg
amendment	neg
video	neg
url	neg
marriage	neg
fakes	neg
support	neg
doctored	neg
photos	neg
url	neg
joe	neg
biden	neg
roll	neg
gay	neg
marriage	neg
frustrates	neg
supporters	neg
url	neg
glbt	neg
marriageequality	neg
backpedals	neg
pt2	neg
catholic	neg
church	neg
ready	neg
throw	neg
homeless	neg
bus	neg
stop	neg
gay	neg
url	neg
catholic	neg
church	neg
pressuring	neg
lawmakers	neg
threats	neg
discontinuing	neg
social	neg
services	neg
stop	neg
marriage	neg
url	neg
argentine	neg
catholic	neg
leadership	neg
protest	neg
gay	neg
marriage	neg
bill	neg
url	neg
conservative	neg
congress	neg
taking	neg
action	neg
marriage	neg
url	neg
catholics	neg
accept	neg
gay	neg
pope	neg
news	neg
url	neg
via	neg
maryland	neg
gay	neg
catholic	neg
church	neg
marriage	neg
gay	neg
marriage	neg
simply	neg
cant	neg
happen	neg
catholic	neg
pastor	neg
url	neg
carolina	neg
dioceses	neg
mail	neg
postcards	neg
supporting	neg
traditional	neg
marriage	neg
rural	neg
offer	neg
strongest	neg
support	neg
gay	neg
marriage	neg
ban	neg
url	neg
rt	neg
dc	neg
catholic	neg
diocese	neg
threatens	neg
cut	neg
social	neg
programs	neg
protest	neg
gay	neg
jesus	neg
rt	neg
catholic	neg
schools	neg
promoting	neg
marriage	neg
letter	neg
url	neg
conservative	neg
christian	neg
leaders	neg
mount	neg
equality	neg
campaign	neg
lone	neg
ministers	neg
voice	neg
warns	neg
acl	neg
fear	neg
mongering	neg
ca	neg
catholic	neg
bishop	neg
claims	neg
gay	neg
marriage	neg
url	neg
lgbt	neg
news	neg
gay	neg
republican	neg
candidates	neg
reject	neg
marriage	neg
pledge	neg
marriage	neg
denies	neg
child	neg
mother	neg
jason	neg
exec	neg
dir	neg
mn	neg
catholic	neg
gay	neg
marriage	neg
legal	neg
inevitable	neg
step	neg
gay	neg
rape	neg
legal	neg
gays	neg
threaten	neg
normal	neg
christian	neg
look	neg
happened	neg
ted	neg
haggard	neg
fucking	neg
cowards	neg
ruled	neg
prop	neg
existing	neg
marriages	neg
burn	neg
fucking	neg
prop	neg
marriages	neg
continue	neg
bigger	neg
gay	neg
cancer	neg
homophobia	neg
cue	neg
giant	neg
annoyed	neg
farting	neg
rt	neg
ca	neg
supreme	neg
gay	neg
marriage	neg
except	neg
coupon	neg
nj	neg
senate	neg
listens	neg
citizens	neg
ut	neg
senator	neg
seeks	neg
block	neg
dc	neg
marriages	neg
url	neg
ut	neg
towards	neg
lgbt	neg
dc	pos
judge	pos
rules	pos
gay	pos
marriage	pos
url	pos
using	pos
twitter	pos
stand	pos
support	pos
marriage	pos
equality	pos
tweet	pos
url	pos
maya	pos
angelou	pos
calls	pos
marriage	pos
url	pos
seiu	pos
commits	pos
fighting	pos
including	pos
covered	pos
gay	pos
url	pos
yorkers	pos
please	pos
call	pos
senators	pos
urge	pos
support	pos
marriage	pos
equality	pos
url	pos
calendars	pos
raised	pos
help	pos
repeal	pos
gay	pos
marriage	pos
ban	pos
proceeds	pos
benefit	pos
eqca	pos
gay	pos
marriage	pos
equality	pos
rally	pos
sun	pos
join	pos
invite	pos
rally	pos
url	pos
iowa	pos
supreme	pos
court	pos
gay	pos
marriage	pos
ban	pos
rt	pos
national	pos
gay	pos
lesbian	pos
task	pos
force	pos
action	pos
tell	pos
census	pos
count	pos
marriages	pos
url	pos
gay	pos
bad	pos
des	pos
moines	pos
sacramento	pos
time	pos
marriage	pos
equality	pos
usa	pos
swear	pos
am	pos
gone	pos
am	pos
marriage	pos
ads	pos
lol	pos
emailed	pos
ichc	pos
thanks	pos
mom	pos
called	pos
figure	pos
warm	pos
dna	pos
cold	pos
hearted	pos
catholic	pos
church	pos
spend	pos
money	pos
marriage	pos
equality	pos
save	pos
churches	pos
remind	pos
folks	pos
catholics	pos
swing	pos
voters	pos
regarding	pos
marriage	pos
takes	pos
positive	pos
conversations	pos
marriage	pos
folks	pos
publicly	pos
speculate	pos
sex	pos
lives	pos
gay	pos
marriage	pos
remember	pos
lead	pos
polls	pos
ca	pos
favor	pos
gay	pos
look	pos
false	pos
hope	pos
heading	pos
golden	pos
gate	pos
san	pos
marching	pos
marriage	pos
nem	pos
crossed	pos
golden	pos
gate	pos
crissy	pos
marriage	pos
equality	pos
usa	pos
nem	pos
excited	pos
feedback	pos
wedding	pos
events	pos
husband	pos
month	pos
country	pos
approves	pos
sex	pos
unions	pos
federal	pos
level	pos
equalrights	pos
issue	pos
isthe	pos
sameif	pos
notworse	pos
racismbecause	pos
effects	pos
ppl	pos
frm	pos
allcountris	pos
allraces	pos
allreligions	pos
allbackrnds	pos
global	pos
little	pos
time	pos
left	pos
husband	pos
due	pos
marriage	pos
laws	pos
fight	pos
biased	pos
federal	pos
anti	pos
gay	pos
marriage	pos
immigration	pos
laws	pos
win	pos
marriage	pos
defeat	pos
candidates	pos
meg	pos
whitman	pos
support	pos
prop	pos
pledge	pos
support	pos
any1	pos
survivors	pos
else	pos
am	pos
marriage	pos
look	pos
embarrassed	pos
act	pos
ilsen	pos
rt	pos
alec	pos
baldwin	pos
fight	pos
york	pos
gay	pos
marriage	pos
psa	pos
love	pos
believe	pos
marriage	pos
uhm	pos
yes	pos
gay	pos
marriage	pos
constitutional	pos
religious	pos
leaders	pos
telling	pos
immoral	pos
ones	pos
interns	pos
cheating	pos
spouse	pos
favorited	pos
video	pos
iowa	pos
backwards	pos
marriage	pos
rights	pos
ok	pos
speaker	pos
vote	pos
samesexmarriage	pos
ny4m	pos
liglbt	pos
nysenate	pos
conservative	pos
admits	pos
wrong	pos
marriage	pos
equality	pos
bringing	pos
gay	pos
marriage	pos
issue	pos
bothering	pos
cheney	pos
supports	pos
marriage	pos
supports	pos
hope	pos
rest	pos
america	pos
time	pos
brave	pos
kate	pos
clinton	pos
paul	pos
rudnick	pos
question	pos
talkback	pos
guessing	pos
hot	pos
bed	pos
equality	pos
marriage	pos
vastly	pos
conservatives	pos
kept	pos
bay	pos
promote	pos
health	pos
allow	pos
couples	pos
article	pos
share	pos
ur	pos
conservative	pos
friends	pos
labor	pos
marriage	pos
pope	pos
marriage	pos
gays	pos
threat	pos
catholic	pos
church	pos
welcoming	pos
dear	pos
denying	pos
green	pos
cards	pos
loving	pos
couples	pos
marriage	pos
bill	pos
emotional	pos
roller	pos
ty	pos
url	pos
absolutely	pos
experience	pos
rt	pos
american	pos
catholics	pos
church	pos
support	pos
gay	pos
marriage	pos
signatures	pos
maine	pos
ballot	pos
marriage	pos
freedom	pos
marry	pos
url	pos
people	pos
ben	pos
believe	pos
love	pos
ben	pos
flavor	pos
marriage	pos
believe	pos
americans	pos
opposed	pos
marriage	pos
people	pos
left	pos
conservative	pos
churches	pos
catholics	pos
warn	pos
national	pos
conflict	pos
gay	pos
marriage	pos
washington	pos
post	pos
url	pos
stop	pos
hampshire	pos
repeal	pos
marriage	pos
equality	pos
url	pos
equality	pos
attack	pos
wingnut	pos
lgbt	pos
marriageequality	pos
fighting	pos
amendment	pos
equal	pos
protection	pos
roman	pos
catholic	pos
favour	pos
equal	pos
marriage	pos
tired	pos
hateful	pos
vitriol	pos
recommend	pos
url	pos
catholics	pos
equal	pos
marriage	pos
url	pos
catholics	pos
equal	pos
marriage	pos
welcome	pos
facebook	pos
log	pos
sign	pos
learn	pos
joe	pos
biden	pos
roll	pos
gay	pos
marriage	pos
frustrates	pos
supporters	pos
lgbt	pos
glbt	pos
marriageequality	pos
backpedals	pos
pt2	pos
decision	pos
support	pos
marriageequality	pos
conservatives	pos
flutter	pos
ones	pos
touch	pos
lgbt	pos
usa	pos
love	pos
mommy	pos
supports	pos
gay	pos
marriage	pos
believe	pos
equality	pos
principle	pos
worth	pos
fighting	pos
act	pos
support	pos
marriage	pos
equality	pos
url	pos
lgbt	pos
gay	pos
avaaz	pos
jews	pos
color	pos
belief	pos
equality	pos
thrilled	pos
hear	pos
news	pos
supporting	pos
marriage	pos
url	pos
conservatives	pos
saying	pos
coalition	pos
forget	pos
equal	pos
marriage	pos
focus	pos
social	pos
conservatives	pos
save	pos
else	pos
frustrating	pos
fight	pos
inevitable	pos
equality	pos
legalize	pos
marriage	pos
marylander	pos
marriage	pos
equality	pos
lgbt	pos
marylanders	pos
love	pos
love	pos
md4me	pos
excellent	pos
article	pos
marriage	pos
url	pos
equalmarriage	pos
obvious	pos
support	pos
england	pos
url	pos
lgbt	pos
bye	pos
bye	pos
mills	pos
announces	pos
support	pos
gay	pos
marriage	pos
url	pos
url	pos
gay	pos
marriage	pos
constitutional	pos
religious	pos
md	pos
lawmakers	pos
pressured	pos
african	pos
american	pos
conservatives	pos
drop	pos
gay	pos
marriage	pos
law	pos
loving	pos
supported	pos
louis	pos
social	pos
media	pos
direct	pos
nom	pos
supports	pos
marriage	pos
url	pos
via	pos
maureendowd	pos
catholic	pos
church	pos
worries	pos
prove	pos
url	pos
check	pos
ridiculous	pos
tv	pos
ad	pos
gay	pos
hate	pos
url	pos
wait	pos
seesteve	pos
gay	pos
marriage	pos
paintings	pos
ptown	pos
lyman	pos
eye	pos
gallery	pos
sounds	pos
wonderful	pos
maine	pos
gay	pos
marriage	pos
hearing	pos
expected	pos
turnout	pos
hopefully	pos
positive	pos
walk	pos
precincts	pos
kicking	pos
campaign	pos
gay	pos
gay	pos
freedom	pos
crossing	pos
fingers	pos
toes	pos
sf	pos
successful	pos
gay	pos
yes	pos
gay	pos
larry	pos
king	pos
married	pos
divorced	pos
times	pos
gays	pos
allowed	pos
ruin	pos
sanctity	pos
marriage	pos
gtfoh	pos
gay	pos
marriage	pos
continue	pos
lose	pos
gaymarriage	pos
gayrights	pos
fight	pos
biased	pos
federal	pos
anti	pos
gay	pos
marriage	pos
immigration	pos
laws	pos
eminem	pos
supports	pos
gay	pos
url	pos
iowans	pos
support	pos
gay	pos
slowly	pos
country	pos
becoming	pos
yaayy	pos
gay	pos
marriage	pos
legal	pos
battle	pos
won	pos
win	pos
war	pos
win	pos
rest	pos
easy	pos
equal	pos
banning	pos
gay	pos
marriage	pos
url	pos
believe	pos
cultural	pos
virtues	pos
marriage	pos
support	pos
gay	pos
couples	pos
straight	pos
dear	pos
family	pos
gay	pos
marriage	pos
blame	pos
straight	pos
ones	pos
gay	pos
support	pos
gay	pos
gay	pos
marriage	pos
constitutional	pos
religious	pos
am	pos
disappointed	pos
pcusa	pos
decision	pos
allow	pos
equality	pos
marriage	pos
short	pos
term	pos
lgbt	pos
social	pos
conservatives	pos
save	pos
else	pos
frustrating	pos
fight	pos
inevitable	pos
equality	pos
legalize	pos
marriage	pos
catholic	pos
church	pos
majority	pos
homosexuals	pos
hierarchy	pos
ultra	pos
hypocrites	pos
denouncing	pos
gay	pos
marriage	pos
top	pos
gay	pos
real	pos
threat	pos
family	pos
url	pos
no4m	pos
equality	pos
hrc	pos
tcot	pos
decision	pos
support	pos
marriageequality	pos
conservatives	pos
flutter	pos
ones	pos
touch	pos
lgbt	pos
usa	pos
roman	pos
catholic	pos
favour	pos
equal	pos
marriage	pos
tired	pos
hateful	pos
vitriol	pos
recommend	pos
url	pos
love	pos
catholic	pos
pastor	pos
applauded	pos
shunning	pos
marriage	pos
drive	pos
url	pos
follow	pos
pac	pos
dedicated	pos
countering	pos
marriage	pos
ny	pos
senators	pos
catholics	pos
gather	pos
return	pos
marriage	pos
dvds	pos
archbishop	pos
url	pos
gay	pos
news	pos
religion	pos
noh8	pos
bigotry	pos
archbishop	pos
miami	pos
writes	pos
marriage	pos
gay	pos
marriage	pos
doma	pos
catholic	pos
gay	pos
url	pos
stop	pos
hampshire	pos
repeal	pos
marriage	pos
equality	pos
url	pos
vermont	pos
clergy	pos
gay	pos
marriage	pos
bill	pos
citing	pos
religious	pos
freedom	pos
url	pos
greetings	pos
welcome	pos
san	pos
diego	pos
chapter	pos
marriage	pos
equality	pos
check	pos
soon	pos
lots	pos
conservative	pos
argument	pos
marriage	pos
equality	pos
bill	pos
clinton	pos
marriageurl	pos
baltimore	pos
ravens	pos
linebacker	pos
supports	pos
attends	pos
event	pos
sponsored	pos
equality	pos
url	pos
super	pos
bowl	pos
linebacker	pos
gay	pos
marriage	pos
url	pos
move	pos
direction	pos
scramble	pos
biden	pos
marriage	pos
url	pos
joe	pos
biden	pos
move	pos
closer	pos
supporting	pos
marriage	pos
url	pos
naacp	pos
marriage	pos
civil	pos
url	pos
via	pos
gaymarriage	pos
lgbt	pos
conservative	pos
jewish	pos
rabbis	pos
vote	pos
unanimously	pos
sanction	pos
marriage	pos
url	pos
via	pos
law	pos
society	pos
equal	pos
faiths	pos
forced	pos
marry	pos
gay	pos
url	pos
national	pos
association	pos
deaf	pos
comes	pos
support	pos
marriage	pos
equality	pos
backstory	pos
blog	pos
url	pos
singer	pos
cheryl	pos
cole	pos
supports	pos
equal	pos
marriage	pos
url	pos
equality	pos
humanrights	pos
lgbt	pos
cheryl	pos
cole	pos
marriage	pos
equality	pos
uk	pos
bloomberg	pos
urges	pos
conservatives	pos
marriage	pos
equality	pos
url	pos
gay	neu
marriage	neu
activist	neu
activist	neu
tour	neu
country	neu
holding	neu
debates	neu
stephen	neu
reaction	neu
marriage	neu
url	neu
laugh	neu
giuliani	neu
gay	neu
marriage	neu
spark	neu
backlash	neu
url	neu
gay	neu
marriage	neu
spreads	neu
backlash	neu
url	neu
via	neu
timeline	neu
steps	neu
forward	neu
backward	neu
road	neu
gay	neu
marriage	neu
url	neu
bill	neu
goes	neu
house	neu
url	neu
president	neu
obama	neu
pedaling	neu
stance	neu
gay	neu
url	neu
via	neu
rt	neu
doma	neu
repeal	neu
bill	neu
marriage	neu
introduced	neu
url	neu
yes	neu
gay	neu
marriage	neu
means	neu
social	neu
catholic	neu
church	neu
warns	neu
url	neu
catholic	neu
bishops	neu
local	neu
ties	neu
help	neu
defeat	neu
gay	neu
marriage	neu
maine	neu
url	neu
catholics	neu
threaten	neu
stop	neu
feeding	neu
homeless	neu
gay	neu
catholic	neu
archdiocese	neu
washington	neu
url	neu
conservatives	neu
change	neu
civil	neu
marriage	neu
law	neu
url	neu
gay	neu
mormons	neu
react	neu
church	neu
efforts	neu
pass	neu
marriage	neu
amendment	neu
url	neu
billy	neu
graham	neu
north	neu
carolina	neu
amendment	neu
ban	neu
gay	neu
marriage	neu
cnn	neu
political	neu
ticker	neu
blogs	neu
catholic	neu
churches	neu
divided	neu
gay	neu
marriage	neu
petitions	neu
catholic	neu
parish	neu
copes	neu
marriage	neu
drive	neu
url	neu
gove	neu
investigates	neu
catholic	neu
school	neu
petition	neu
gay	neu
marriage	neu
url	neu
bbc	neu
news	neu
catholic	neu
pupils	neu
sign	neu
marriage	neu
petition	neu
url	neu
catholic	neu
churches	neu
divided	neu
gay	neu
marriage	neu
petitions	neu
andrea	neu
mitchell	neu
conservatives	neu
oppose	neu
gay	neu
url	neu
appropriately	neu
timed	neu
gallup	neu
poll	neu
gay	neu
marriage	neu
support	neu
url	neu
dated	neu
half	neu
americans	neu
gays	neu
lesbians	neu
teaching	neu
marriage	neu
url	neu
conservative	neu
jews	neu
samesex	neu
marriage	neu
rules	neu
met	neu
shrug	neu
lgbt	neu
equality	neu
url	neu
majority	neu
americans	neu
support	neu
legalizing	neu
poll	neu
abc	neu
news	neu
url	neu
activist	neu
discusses	neu
impact	neu
gay	neu
marriage	neu
support	neu
url	neu
christian	neu
conservatives	neu
slam	neu
carrie	neu
pro	neu
gaymarriage	neu
stance	neu
url	neu
school	neu
fifth	neu
grader	neu
deliver	neu
speech	neu
supporting	neu
marriage	neu
equality	neu
url	neu
gay	neu
marriage	neu
opponents	neu
illinois	neu
call	neu
support	neu
attorney	neu
url	neu
lgbt	neu
catholic	neu
media	neu
office	neu
insults	neu
equal	neu
marriage	neu
survey	neu
url	neu
catholic	neu
teacher	neu
fired	neu
marriage	neu
views	neu
prays	neu
dialogue	neu
url	neu
via	neu
maine	neu
bishop	neu
bursts	neu
marriage	neu
fight	neu
url	neu
maine	neu
catholic	neu
bishop	neu
recommits	neu
fighting	neu
gay	neu
marriage	neu
ballot	neu
gay	neu
report	neu
catholics	neu
stand	neu
consciences	neu
marriage	neu
equality	neu
url	neu
conservatives	neu
vow	neu
gay	neu
marriage	neu
page	neu
found	neu
rt	neu
major	neu
leader	neu
conversations	neu
changed	neu
mind	neu
marriage	neu
equality	neu
url	neu
marriageequality	neu
marriage	neu
equality	neu
soon	neu
trump	neu
amendments	neu
url	neu
lgbt	neu
equality	neu
majority	neu
independents	neu
polled	neu
marriage	neu
equality	neu
stance	neu
align	neu
tea	neu
url	neu
sex	neu
couple	neu
sues	neu
catholic	neu
hospital	neu
denying	neu
benefits	neu
url	neu
url	neu
via	neu
carrie	neu
underwood	neu
ignores	neu
gay	neu
marriage	neu
url	neu
via	neu
request	neu
corporate	neu
marriage	neu
equality	neu
phony	neu
harmful	neu
thinkprogress	neu
url	neu
catholic	neu
voices	neu
percent	neu
gay	neu
britons	neu
disagree	neu
marriage	neu
ban	neu
url	neu
gays	neu
lesbians	neu
teaching	neu
marriage	neu
url	neu
andrea	neu
mitchell	neu
conservatives	neu
oppose	neu
gay	neu
url	neu
cameron	neu
backtrack	neu
equal	neu
marriage	neu
url	neu
catholic	neu
churches	neu
divided	neu
gay	neu
marriage	neu
petitions	neu
url	neu
gove	neu
investigates	neu
catholic	neu
school	neu
petition	neu
gay	neu
marriage	neu
catholic	neu
parish	neu
copes	neu
marriage	neu
drive	neu
url	neu
catholic	neu
churches	neu
divided	neu
gay	neu
marriage	neu
petitions	neu
url	neu
list	neu
companies	neu
dec	neu
worth	neu
url	neu
gay	neu
rights	neu
leader	neu
doubts	neu
marriage	neu
url	neu
doma	neu
obama	neu
marriage	neu
folks	neu
publicly	neu
speculate	neu
sex	neu
lives	neu
gay	neu
marriage	neu
karl	neu
architect	neu
marriage	neu
url	neu
gay	neu
marriage	neu
republican	neu
hypocrisy	neu
fundy	neu
xian	neu
lawyer	neu
url	neu
gay	neu
octomom	neu
hypocrisy	neu
bishop	neu
tobin	neu
speak	neu
marriage	neu
url	neu
national	neu
association	neu
marriage	neu
vilest	neu
heard	neu
url	neu
gay	neu
christian	neu
ssempra	neu
nbc	neu
advocate	neu
marriage	neu
murdering	neu
target	neu
url	neu
minnesota	neu
gays	neu
apologize	neu
destroying	neu
elected	neu
traditional	neu
url	neu
opposed	neu
md	neu
rt	neu
alston	neu
indicted	neu
using	neu
campaign	neu
pay	neu
url	neu
rt	neu
ballot	neu
restore	neu
marriage	neu
equality	neu
url	neu
reply	neu
ba	neu
gay	neu
gene	neu
found	neu
please	neu
help	neu
response	neu
archbishop	neu
piece	neu
gay	neu
gay	neu
marriage	neu
doma	neu
catholic	neu
gay	neu
url	neu
american	neu
catholics	neu
support	neu
civil	neu
marriage	neu
url	neu
safrica	neu
chief	neu
justice	neu
candidate	neu
criticized	neu
url	neu
chief	neu
justice	neu
appointed	neu
jacob	neu
zuma	neu
thursday	neu
url	neu
americans	neu
marriage	neu
legalizing	neu
gay	neu
marriage	neu
destroy	neu
sanctity	neu
traditional	neu
url	neu
gay	neu
marriage	neu
carrys	neu
hope	neu
url	neu
california	neu
supreme	neu
court	neu
rule	neu
gay	neu
marriage	neu
url	neu
marriage	neu
christian	neu
ban	neu
divorce	neu
except	neu
matthew	neu
watching	neu
day	neu
fly	neu
article	neu
economic	neu
impact	neu
sex	neu
marriage	neu
maine	neu
url	neu
maine	neu
business	neu
owners	neu
hoping	neu
gay	neu
marriage	neu
bill	neu
boost	neu
wedding	neu
tourism	neu
url	neu
gay	neu
supreme	neu
court	neu
url	neu
opinion	neu
sex	neu
marriages	neu
economy	neu
enters	neu
marriage	neu
debate	neu
url	neu
historical	neu
commitment	neu
individuality	neu
minority	neu
rights	neu
england	neu
haven	neu
gay	neu
url	neu
californians	neu
split	neu
gay	neu
voter	neu
turnout	neu
crucial	neu
election	neu
near	neu
url	neu
difference	neu
domestic	neu
parntership	neu
love	neu
posted	neu
wing	neu
blogs	neu
attack	neu
sex	neu
kiss	neu
url	neu
webster	neu
dictionaries	neu
acknowledge	neu
url	neu
planning	neu
doing	neu
sex	neu
kiss	neu
april	neu
email	neu
vt	neu
decide	neu
marriage	neu
equality	neu
issue	neu
awaits	neu
court	neu
pick	neu
url	neu
wi	neu
supreme	neu
court	neu
reconsider	neu
constitutional	neu
ban	neu
marriage	neu
url	neu
rt	neu
rt	neu
wisconsin	neu
supreme	neu
court	neu
review	neu
gay	neu
marriage	neu
ban	neu
url	neu
rt	neu
supreme	neu
court	neu
set	neu
rule	neu
gay	neu
marriage	neu
ban	neu
url	neu
prop	neu
upheld	neu
couples	neu
wed	neu
marital	neu
url	neu
ppic	neu
cited	neu
washpost	neu
public	neu
opinion	neu
url	neu
blog	neu
schools	neu
emerge	neu
tactic	neu
gay	neu
marriage	neu
votes	neu
url	neu
ny	neu
gov	neu
paterson	neu
calls	neu
senate	neu
special	neu
session	neu
budget	neu
gay	neu
url	neu
blog	neu
bradley	neu
effect	neu
gay	neu
marriage	neu
polls	neu
url	neu
gay	neu
couples	neu
welcome	neu
marriage	neu
url	neu
hampshire	neu
approves	neu
sex	neu
marriage	neu
url	neu
url	neu
conservative	neu
gay	neu
marriage	neu
url	neu
lgbt	neu
blog	neu
marriage	neu
equality	neu
usa	neu
prop	neu
trial	neu
weekly	neu
updates	neu
url	neu
Overall Accuracy: 0.642857142857
Overall Accuracy: 0.928571428571
Overall Accuracy: 0.785714285714
Overall Accuracy: 0.892857142857
Overall Accuracy: 0.857142857143
Overall Accuracy: 0.892857142857
Overall Accuracy: 0.928571428571
Overall Accuracy: 0.964285714286
Overall Accuracy: 0.892857142857
Overall Accuracy: 0.655172413793
evaluating single word features
word_feats fold 0
accuracy: 0.555555555556
pos precision: 1.0
pos recall: 0.636363636364
neg precision: 0.421052631579
neg recall: 0.888888888889
neu precision: 0.0
neu recall: 0.0
word_feats fold 1
accuracy: 0.555555555556
